account_id,total_amount,avg_amount,tx_count,avg_balance_diff,zero_balance_count,riskScore,class
C1809680421,388910.18,388910.18,1,0.0,1,14.61,NORMAL
C1710737182,277527.79,277527.79,1,21493.0,0,3.75,NORMAL
C1328000731,2001231.65,2001231.65,1,49946.0,0,62.02,AT_RISK
C116148758,550317.64,550317.64,1,147467.0,0,38.65,NORMAL
C2105872610,362794.08,362794.08,1,20040.0,0,8.63,NORMAL
C1458277353,16064.9,16064.9,1,2131.0,0,10.89,NORMAL
C300545633,266235.04,266235.04,1,0.0,1,6.93,NORMAL
C2006669294,257722.68,257722.68,1,0.0,1,6.78,NORMAL
C1517655499,229257.72,229257.72,1,229257.72,0,34.04,NORMAL
C1169382057,56827.73,56827.73,1,21302.0,0,4.11,NORMAL
C693738293,78586.92,78586.92,1,0.0,1,3.98,NORMAL
C1042420111,146637.87,146637.87,1,1865.0,0,2.02,NORMAL
C997179270,128028.68,128028.68,1,12127.0,0,1.75,NORMAL
C395585252,71607.88,71607.88,1,0.0,1,4.0,NORMAL
C208157553,266292.82,266292.82,1,150777.0,0,21.53,NORMAL
C1995896619,44495.19,44495.19,1,0.0,1,5.78,NORMAL
C2089586468,222931.94,222931.94,1,0.0,1,4.69,NORMAL
C1900347207,20349.96,20349.96,1,20349.96,0,8.68,NORMAL
C1476446823,84675.96,84675.96,1,0.0,1,3.81,NORMAL
C1820201425,244343.73,244343.73,1,50831.0,0,5.67,NORMAL
C986713402,62007.11,62007.11,1,0.0,1,4.67,NORMAL
C1240407746,206028.61,206028.61,1,0.0,1,3.69,NORMAL
C1546265800,125048.3,125048.3,1,0.0,1,1.81,NORMAL
C997807839,191661.13,191661.13,1,0.0,1,3.42,NORMAL
C1216349002,309305.8,309305.8,1,0.0,1,6.8,NORMAL
C1291726171,88498.57,88498.57,1,0.0,1,3.54,NORMAL
C778692585,625125.65,625125.65,1,0.0,1,28.42,NORMAL
C1710453497,146286.6,146286.6,1,31023.0,0,2.43,NORMAL
C2093020971,119771.66,119771.66,1,0.0,1,2.11,NORMAL
C1779755882,140517.89,140517.89,1,0.0,1,1.52,NORMAL
C212226566,24486.71,24486.71,1,24486.71,0,9.2,NORMAL
C1860447190,221932.95,221932.95,1,0.0,1,4.83,NORMAL
C58297240,113291.89,113291.89,1,22498.0,0,2.1,NORMAL
C1071982659,1024087.46,1024087.46,1,314.0,0,41.87,NORMAL
C211230721,321088.8,321088.8,1,0.0,1,8.51,NORMAL
C483776122,299020.65,299020.65,1,0.0,1,6.97,NORMAL
C1030555805,77971.71,77971.71,1,0.0,1,4.16,NORMAL
C198448088,161808.24,161808.24,1,0.0,1,1.97,NORMAL
C164914840,303741.44,303741.44,1,5246.0,0,5.71,NORMAL
C1618858027,399349.47,399349.47,1,0.0,1,15.32,NORMAL
C1628743010,317820.54,317820.54,1,0.0,1,8.08,NORMAL
C1883530876,419000.52,419000.52,1,97906.0,0,22.92,NORMAL
C853208765,1508008.72,1508008.72,1,0.0,1,55.64,AT_RISK
C1092991821,247616.13,247616.13,1,49102.0,0,6.04,NORMAL
C1037919077,278238.31,278238.31,1,0.0,1,7.1,NORMAL
C2003349621,570987.09,570987.09,1,0.0,1,26.24,NORMAL
C375145280,433979.86,433979.86,1,0.0,1,17.2,NORMAL
C781002319,189913.45,189913.45,1,34434.0,0,3.07,NORMAL
C1532101531,256883.64,256883.64,1,0.0,1,6.48,NORMAL
C879816847,480.5,480.5,1,0.0,1,21.88,NORMAL
C1497352290,441552.73,441552.73,1,441552.73,0,60.93,AT_RISK
C1829337598,7933728.5,7933728.5,1,0.0,1,92.08,FRAUD
C2133082618,650586.19,650586.19,1,49360.46,0,28.84,NORMAL
C480979569,386835.2,386835.2,1,111125.0,0,21.59,NORMAL
C1328950579,243364.68,243364.68,1,13185.0,0,2.6,NORMAL
C1483782195,66058.56,66058.56,1,0.0,1,4.34,NORMAL
C1356710459,108377.3,108377.3,1,33045.0,0,3.7,NORMAL
C155314837,86348.39,86348.39,1,0.0,1,3.65,NORMAL
C351654797,510719.97,510719.97,1,42609.84,0,21.16,NORMAL
C1983777881,77285.15,77285.15,1,32008.0,0,4.39,NORMAL
C448572688,501900.39,501900.39,1,0.0,1,21.57,NORMAL
C2029072936,7368.52,7368.52,1,7368.519999999997,0,14.08,NORMAL
C866254983,202632.61,202632.61,1,42477.0,0,4.51,NORMAL
C920275589,967572.69,967572.69,1,0.0,1,43.31,NORMAL
C878403009,132924.1,132924.1,1,132924.11,0,18.9,NORMAL
C214189840,96681.73,96681.73,1,0.0,1,3.31,NORMAL
C2024793829,685511.15,685511.15,1,0.0,1,31.62,NORMAL
C1224956668,123973.41,123973.41,1,0.0,1,1.88,NORMAL
C2067587783,41055.12,41055.12,1,0.0,1,6.26,NORMAL
C2136934232,1586530.15,1586530.15,1,290.0,0,53.99,NORMAL
C208457491,55200.74,55200.74,1,55200.74,0,10.62,NORMAL
C2059759093,294293.98,294293.98,1,0.0,1,6.84,NORMAL
C1667556622,89127.97,89127.97,1,0.0,1,3.52,NORMAL
C1292175967,1840393.8,1840393.8,1,0.0,1,61.98,AT_RISK
C1091490846,126080.14,126080.14,1,0.0,1,1.89,NORMAL
C664919573,226671.05,226671.05,1,0.0,1,5.27,NORMAL
C60187289,195960.77,195960.77,1,0.0,1,3.22,NORMAL
C1608515054,564079.86,564079.86,1,0.0,1,25.5,NORMAL
C363574770,34573.08,34573.08,1,34573.08,0,9.45,NORMAL
C604989723,232934.36,232934.36,1,100089.0,0,12.7,NORMAL
C885639062,205558.91,205558.91,1,0.0,1,3.69,NORMAL
C1015290160,95182.96,95182.96,1,95182.96,0,14.24,NORMAL
C226927588,146035.9,146035.9,1,0.0,1,1.9,NORMAL
C108931212,140656.37,140656.37,1,0.0,1,1.52,NORMAL
C1272682202,258610.5,258610.5,1,0.0,1,6.74,NORMAL
C1147766016,963739.16,963739.16,1,0.0,1,42.93,NORMAL
C1546169469,456081.05,456081.05,1,104157.0,0,26.29,NORMAL
C1380929091,329191.36,329191.36,1,5053.0,0,7.48,NORMAL
C2092532708,452671.21,452671.21,1,0.0,1,17.97,NORMAL
C1233815651,399651.98,399651.98,1,0.0,1,15.41,NORMAL
C589526339,55583.59,55583.59,1,0.0,1,5.1,NORMAL
C1218854335,536018.41,536018.41,1,0.0,1,23.6,NORMAL
C1153647536,370869.41,370869.41,1,240865.0,0,39.89,NORMAL
C1617007622,244520.94,244520.94,1,44157.0,0,5.12,NORMAL
C441009254,180822.03,180822.03,1,77748.0,0,8.29,NORMAL
C501699559,459915.2,459915.2,1,58351.0,0,19.85,NORMAL
C53325627,236577.81,236577.81,1,0.0,1,5.05,NORMAL
C105298583,146845.76,146845.76,1,146845.76,0,20.51,NORMAL
C801943557,29056.85,29056.85,1,9059.0,0,7.61,NORMAL
C1547794781,577619.46,577619.46,1,41264.0,0,24.84,NORMAL
C1016314226,5800.5,5800.5,1,5800.5,0,14.42,NORMAL
C1520121779,41312.65,41312.65,1,0.0,1,6.22,NORMAL
C1294541910,186508.36,186508.36,1,0.0,1,3.7,NORMAL
C1590867054,147134.27,147134.27,1,89671.0,0,10.47,NORMAL
C1763196499,14550.8,14550.8,1,10821.0,0,10.5,NORMAL
C538988231,245514.06,245514.06,1,0.0,1,5.44,NORMAL
C1967087887,16005.1,16005.1,1,0.0,1,13.27,NORMAL
C1751175889,113145.81,113145.81,1,0.0,1,2.49,NORMAL
C1397866287,501856.17,501856.17,1,0.0,1,21.57,NORMAL
C1024202307,230111.18,230111.18,1,32780.0,0,4.26,NORMAL
C1432909470,323702.28,323702.28,1,0.0,1,8.73,NORMAL
C1914429545,105656.09,105656.09,1,23003.23,0,2.35,NORMAL
C103867796,505399.43,505399.43,1,0.0,1,22.2,NORMAL
C1193705098,29603.22,29603.22,1,2523.0,0,8.9,NORMAL
C760950763,84087.48,84087.48,1,15335.0,0,3.26,NORMAL
C655345201,338870.79,338870.79,1,0.0,1,10.44,NORMAL
C497265393,319465.72,319465.72,1,0.0,1,8.3,NORMAL
C1430874391,178902.76,178902.76,1,19911.0,0,0.82,NORMAL
C2052923064,98061.97,98061.97,1,39547.0,0,4.78,NORMAL
C1830207618,80613.61,80613.61,1,80613.60999999999,0,13.07,NORMAL
C113435867,54049.15,54049.15,1,0.0,1,4.8,NORMAL
C716780390,37457.73,37457.73,1,37457.729999999996,0,9.74,NORMAL
C28144994,257035.9,257035.9,1,0.0,1,6.48,NORMAL
C438308327,40045.64,40045.64,1,40045.640000000014,0,10.12,NORMAL
C969645463,187951.2,187951.2,1,0.0,1,3.85,NORMAL
C2126226433,169749.03,169749.03,1,9985.0,0,0.73,NORMAL
C1446379923,248393.18,248393.18,1,0.0,1,5.58,NORMAL
C463017723,183247.56,183247.56,1,23867.0,0,0.94,NORMAL
C1124665734,1305169.31,1305169.31,1,148400.0,0,58.31,AT_RISK
C519862251,176875.29,176875.29,1,72674.0,0,7.31,NORMAL
C453206692,346480.85,346480.85,1,20771.0,0,7.36,NORMAL
C1214942880,106676.52,106676.52,1,587.0,0,4.07,NORMAL
C460645908,226463.13,226463.13,1,57504.63,0,6.73,NORMAL
C2016004703,2908.26,2908.26,1,0.0,1,20.58,NORMAL
C920026862,285472.49,285472.49,1,21165.0,0,3.43,NORMAL
C1755112748,148145.85,148145.85,1,50999.0,0,4.89,NORMAL
C21296722,389414.59,389414.59,1,0.0,1,14.58,NORMAL
C1591242196,253138.63,253138.63,1,149132.0,0,20.53,NORMAL
C826402421,34970.57,34970.57,1,34970.57000000001,0,9.57,NORMAL
C675326780,17523.46,17523.46,1,0.0,1,12.31,NORMAL
C369281208,1065.54,1065.54,1,1065.5400000000081,0,15.69,NORMAL
C479562512,275501.33,275501.33,1,0.0,1,7.13,NORMAL
C619032673,186411.91,186411.91,1,0.0,1,3.7,NORMAL
C466871230,56000.44,56000.44,1,0.0,1,5.28,NORMAL
C1236297854,194020.08,194020.08,1,0.0,1,3.41,NORMAL
C326504380,775213.64,775213.64,1,0.0,1,36.48,NORMAL
C187435587,89795.1,89795.1,1,89795.09999999998,0,13.38,NORMAL
C610321872,30982.07,30982.07,1,30982.07,0,9.51,NORMAL
C1235823087,46547.28,46547.28,1,46547.28,0,9.43,NORMAL
C1924548187,1903.21,1903.21,1,0.0,1,21.03,NORMAL
C1530689529,70089.3,70089.3,1,70089.30000000002,0,12.24,NORMAL
C8243288,218138.36,218138.36,1,0.0,1,5.05,NORMAL
C967314895,495107.37,495107.37,1,0.0,1,20.97,NORMAL
C915471899,8101.82,8101.82,1,0.0,1,17.69,NORMAL
C318925476,289569.36,289569.36,1,51739.0,0,7.98,NORMAL
C727058943,111662.21,111662.21,1,0.0,1,2.67,NORMAL
C36083772,107797.44,107797.44,1,17026.0,0,2.55,NORMAL
C309833771,387403.14,387403.14,1,4523.0,0,11.47,NORMAL
C1804135110,48412.47,48412.47,1,48412.47,0,9.74,NORMAL
C1457147629,6861.46,6861.46,1,0.0,1,18.08,NORMAL
C944899748,341152.86,341152.86,1,62331.0,0,11.92,NORMAL
C543601047,109611.16,109611.16,1,0.0,1,2.92,NORMAL
C1707701661,144388.4,144388.4,1,349.0,0,2.7,NORMAL
C2004671188,200951.96,200951.96,1,63838.0,0,7.24,NORMAL
C563679117,101996.9,101996.9,1,0.0,1,3.03,NORMAL
C954995218,45878.91,45878.91,1,0.0,1,5.87,NORMAL
C533012119,52792.74,52792.74,1,0.0,1,5.53,NORMAL
C555714874,364850.47,364850.47,1,111849.0,0,20.81,NORMAL
C1920437632,535443.5,535443.5,1,0.0,1,23.6,NORMAL
C1027487251,129894.49,129894.49,1,0.0,1,1.68,NORMAL
C951262981,564838.86,564838.86,1,0.0,1,25.62,NORMAL
C1442422492,752730.15,752730.15,1,0.0,1,34.94,NORMAL
C624411148,23847.03,23847.03,1,23847.030000000028,0,9.14,NORMAL
C324424184,111013.2,111013.2,1,0.0,1,2.75,NORMAL
C575159263,50834.32,50834.32,1,0.0,1,5.32,NORMAL
C1429719357,310998.33,310998.33,1,0.0,1,7.35,NORMAL
C829770876,37178.65,37178.65,1,0.0,1,7.74,NORMAL
C1470298578,177712.77,177712.77,1,0.0,1,2.63,NORMAL
C586613917,617715.22,617715.22,1,0.0,1,28.45,NORMAL
C154249725,32923.5,32923.5,1,0.0,1,8.87,NORMAL
C249619760,188469.29,188469.29,1,9690.0,0,1.26,NORMAL
C821757606,297815.35,297815.35,1,57869.0,0,8.54,NORMAL
C1800138623,89796.64,89796.64,1,6624.0,0,3.82,NORMAL
C1326729088,38853.34,38853.34,1,38853.340000000026,0,10.15,NORMAL
C896698325,24514.8,24514.8,1,24514.800000000003,0,9.14,NORMAL
C520162942,781262.69,781262.69,1,0.0,1,36.71,NORMAL
C1521223119,75049.37,75049.37,1,32587.0,0,4.47,NORMAL
C1880015050,79117.75,79117.75,1,0.0,1,3.87,NORMAL
C840704591,10000000.0,10000000.0,1,0.0,1,94.35,FRAUD
C896479916,105486.82,105486.82,1,506.0,0,4.17,NORMAL
C1407554161,165778.41,165778.41,1,45685.0,0,3.38,NORMAL
C266501101,168478.82,168478.82,1,73514.0,0,7.86,NORMAL
C180387833,382167.38,382167.38,1,0.0,1,13.71,NORMAL
C141147154,315982.01,315982.01,1,0.0,1,8.01,NORMAL
C1711188351,179660.84,179660.84,1,0.0,1,2.7,NORMAL
C1354222249,358528.07,358528.07,1,11363.0,0,8.5,NORMAL
C734342390,55613.54,55613.54,1,3520.0,0,5.6,NORMAL
C1463327340,539116.5,539116.5,1,0.0,1,23.85,NORMAL
C844334246,631733.87,631733.87,1,0.0,1,28.85,NORMAL
C813746583,5072392.7,5072392.7,1,82040.0,0,84.82,FRAUD
C481871180,177493.38,177493.38,1,5707.0,0,1.78,NORMAL
C1252821370,68498.14,68498.14,1,0.0,1,3.91,NORMAL
C2075686360,710764.95,710764.95,1,11508.0,0,29.53,NORMAL
C729093483,142431.68,142431.68,1,0.0,1,1.8,NORMAL
C984215406,32665.32,32665.32,1,0.0,1,9.26,NORMAL
C109676507,226572.22,226572.22,1,81382.0,0,10.09,NORMAL
C836558742,69896.07,69896.07,1,0.0,1,4.13,NORMAL
C1631715507,150337.31,150337.31,1,7924.28,0,1.38,NORMAL
C1170770709,108769.92,108769.92,1,0.0,1,3.2,NORMAL
C713341736,1552794.31,1552794.31,1,13565.4,0,54.09,NORMAL
C183063327,316831.47,316831.47,1,0.0,1,8.26,NORMAL
C155474398,48724097.09,48724097.09,1,0.0,1,100.0,FRAUD
C1300426079,7036.57,7036.57,1,0.0,1,18.05,NORMAL
C1005444601,141871.35,141871.35,1,0.0,1,1.86,NORMAL
C1465558559,16830.08,16830.08,1,16830.08,0,9.99,NORMAL
C1644089270,8505.86,8505.86,1,294.0,0,14.02,NORMAL
C325860174,992975.48,992975.48,1,0.0,1,43.93,NORMAL
C1238948575,125597.15,125597.15,1,0.0,1,1.81,NORMAL
C312653614,70356.57,70356.57,1,70356.57,0,12.19,NORMAL
C776547306,1333303.89,1333303.89,1,0.0,1,52.55,NORMAL
C89065101,521069.68,521069.68,1,57404.0,0,22.93,NORMAL
C1577480450,89401.36,89401.36,1,0.0,1,3.48,NORMAL
C1537491556,2591076.41,2591076.41,1,0.0,1,70.51,AT_RISK
C1750011781,127541.82,127541.82,1,0.0,1,1.53,NORMAL
C1156009864,3619101.42,3619101.42,1,0.0,1,78.95,AT_RISK
C1513813975,41389.04,41389.04,1,41389.03999999999,0,9.95,NORMAL
C123928224,314417.83,314417.83,1,0.0,1,8.0,NORMAL
C1100450654,152220.04,152220.04,1,0.0,1,1.75,NORMAL
C382275535,75534.24,75534.24,1,0.0,1,4.23,NORMAL
C1786706990,475350.6,475350.6,1,42458.0,0,18.64,NORMAL
C132787845,206803.82,206803.82,1,0.0,1,3.54,NORMAL
C142852110,144630.45,144630.45,1,13639.0,0,1.27,NORMAL
C744749590,553480.59,553480.59,1,201030.0,0,44.6,NORMAL
C902885550,344566.33,344566.33,1,0.0,1,10.91,NORMAL
C484661025,564861.77,564861.77,1,0.0,1,25.62,NORMAL
C409116124,43726.0,43726.0,1,19077.0,0,5.66,NORMAL
C264583701,258764.0,258764.0,1,0.0,1,6.77,NORMAL
C2054655290,191768.76,191768.76,1,3569.0,0,2.58,NORMAL
C1870150003,2090126.59,2090126.59,1,0.0,1,64.42,AT_RISK
C6855451,556759.56,556759.56,1,50281.0,0,24.76,NORMAL
C497626793,331691.62,331691.62,1,0.0,1,9.81,NORMAL
C232671668,190357.53,190357.53,1,124778.81,0,16.71,NORMAL
C715801088,81080.15,81080.15,1,0.0,1,4.03,NORMAL
C1325359929,199137.66,199137.66,1,1433.0,0,2.72,NORMAL
C685518704,194888.76,194888.76,1,194888.76,0,27.75,NORMAL
C495535946,1507544.63,1507544.63,1,996.0,0,52.85,NORMAL
C1302503568,9086.88,9086.88,1,0.0,1,16.6,NORMAL
C861743944,138113.72,138113.72,1,0.0,1,1.63,NORMAL
C1972399399,62896.52,62896.52,1,0.0,1,4.92,NORMAL
C1250213072,26086.0,26086.0,1,0.0,1,10.45,NORMAL
C1871367684,312667.19,312667.19,1,15943.0,0,5.04,NORMAL
C549228914,276096.3,276096.3,1,0.0,1,7.2,NORMAL
C1230129947,47826.82,47826.82,1,13605.0,0,5.27,NORMAL
C1443671413,71982.62,71982.62,1,71982.62,0,12.1,NORMAL
C1466864573,153819.23,153819.23,1,0.0,1,1.86,NORMAL
C1413910079,582058.45,582058.45,1,0.0,1,27.21,NORMAL
C1019496792,148050.44,148050.44,1,148050.44,0,20.82,NORMAL
C474272951,288799.87,288799.87,1,105200.0,0,14.4,NORMAL
C1413430787,735673.87,735673.87,1,0.0,1,34.53,NORMAL
C1833614294,1405255.16,1405255.16,1,34939.0,0,52.41,NORMAL
C2031226354,314835.11,314835.11,1,0.0,1,7.94,NORMAL
C1215018696,110289.85,110289.85,1,0.0,1,2.95,NORMAL
C295374520,393898.61,393898.61,1,0.0,1,14.93,NORMAL
C560202269,105921.67,105921.67,1,0.0,1,3.13,NORMAL
C1181955477,56821.7,56821.7,1,0.0,1,5.17,NORMAL
C458087638,337737.36,337737.36,1,5119.0,0,8.13,NORMAL
C108100482,2554649.97,2554649.97,1,0.0,1,70.44,AT_RISK
C143687733,335163.26,335163.26,1,271621.2,0,43.62,NORMAL
C1307513482,46638.07,46638.07,1,41409.0,0,8.53,NORMAL
C1740266415,175773.57,175773.57,1,0.0,1,2.85,NORMAL
C322762576,101024.2,101024.2,1,0.0,1,3.03,NORMAL
C226997546,113797.37,113797.37,1,113797.38,0,15.92,NORMAL
C1545903709,14736.06,14736.06,1,0.0,1,13.94,NORMAL
C687721409,135285.66,135285.66,1,0.0,1,1.59,NORMAL
C26189488,132930.57,132930.57,1,19956.0,0,1.23,NORMAL
C2125730561,388537.17,388537.17,1,0.0,1,14.63,NORMAL
C1260134161,173394.03,173394.03,1,0.0,1,2.84,NORMAL
C1414696697,123370.63,123370.63,1,0.0,1,2.0,NORMAL
C518784254,294074.19,294074.19,1,0.0,1,6.77,NORMAL
C647803164,207111.54,207111.54,1,40407.0,0,4.18,NORMAL
C775646822,56638.15,56638.15,1,3251.0,0,5.56,NORMAL
C1046625320,336169.16,336169.16,1,129103.0,0,22.42,NORMAL
C1779604043,195446.06,195446.06,1,47672.0,0,4.66,NORMAL
C719385762,539519.69,539519.69,1,223.0,0,21.52,NORMAL
C956645452,264914.31,264914.31,1,264914.31,0,40.9,NORMAL
C751356319,316554.46,316554.46,1,696.0,0,6.67,NORMAL
C881650710,19862.59,19862.59,1,19862.589999999997,0,8.76,NORMAL
C1052714340,47573.3,47573.3,1,0.0,1,5.6,NORMAL
C194088609,489944.93,489944.93,1,489944.93,0,63.58,AT_RISK
C1744564634,73018.75,73018.75,1,73018.75,0,12.09,NORMAL
C1942343359,195399.49,195399.49,1,0.0,1,3.17,NORMAL
C1075370721,142273.53,142273.53,1,142273.53000000003,0,19.43,NORMAL
C1530729181,3960.92,3960.92,1,1229.0,0,14.7,NORMAL
C1867492585,100145.12,100145.12,1,19047.0,0,2.79,NORMAL
C1203444673,230502.6,230502.6,1,10020.0,0,2.51,NORMAL
C893667033,113685.56,113685.56,1,63.0,0,3.48,NORMAL
C636719139,99436.06,99436.06,1,0.0,1,2.78,NORMAL
C280018385,67193.96,67193.96,1,0.0,1,4.31,NORMAL
C2022944543,1067600.44,1067600.44,1,0.0,1,46.78,NORMAL
C907455723,1191040.77,1191040.77,1,0.0,1,49.96,NORMAL
C944587801,893801.93,893801.93,1,632006.0,0,74.05,AT_RISK
C1807161875,140475.26,140475.26,1,21255.0,0,0.73,NORMAL
C1107709274,53314.02,53314.02,1,53314.020000000004,0,10.0,NORMAL
C433650546,148417.98,148417.98,1,0.0,1,1.7,NORMAL
C444123291,25375.23,25375.23,1,0.0,1,10.75,NORMAL
C620608015,53651.66,53651.66,1,53651.66,0,10.17,NORMAL
C1578019969,105455.19,105455.19,1,0.0,1,3.21,NORMAL
C1046947264,149025.34,149025.34,1,38691.0,0,2.8,NORMAL
C719417009,279958.76,279958.76,1,103012.0,0,13.54,NORMAL
C357573467,441358.67,441358.67,1,0.0,1,17.58,NORMAL
C1709605511,105902.76,105902.76,1,105902.76000000001,0,14.88,NORMAL
C491552765,154801.74,154801.74,1,0.0,1,2.08,NORMAL
C1230777529,75698.51,75698.51,1,0.0,1,4.23,NORMAL
C1523993483,63723.91,63723.91,1,151.0,0,6.34,NORMAL
C295885184,4146.52,4146.52,1,0.0,1,19.76,NORMAL
C601811849,3741.71,3741.71,1,3741.709999999992,0,14.75,NORMAL
C1417123679,310961.59,310961.59,1,0.0,1,7.35,NORMAL
C1347977125,5286.29,5286.29,1,0.0,1,19.08,NORMAL
C552424755,217561.79,217561.79,1,18227.0,0,2.3,NORMAL
C2097459689,24037.29,24037.29,1,24037.290000000008,0,9.2,NORMAL
C905867092,308970.15,308970.15,1,4957.0,0,5.83,NORMAL
C131426202,527723.21,527723.21,1,60286.0,0,24.27,NORMAL
C1291715072,15757.92,15757.92,1,15757.92,0,10.21,NORMAL
C2039756215,71421.3,71421.3,1,0.0,1,3.93,NORMAL
C2018813987,55747.6,55747.6,1,55747.6,0,10.75,NORMAL
C950322123,150261.71,150261.71,1,8034.0,0,1.34,NORMAL
C1240972306,285047.34,285047.34,1,13240.0,0,4.26,NORMAL
C547553240,349051.79,349051.79,1,89726.0,0,15.59,NORMAL
C1478984581,287198.13,287198.13,1,0.0,1,6.88,NORMAL
C937290049,38418.64,38418.64,1,10309.0,0,6.51,NORMAL
C934069764,449572.59,449572.59,1,105707.0,0,26.36,NORMAL
C1132575415,1186738.78,1186738.78,1,12460.92,0,46.83,NORMAL
C1335273043,180691.76,180691.76,1,57479.0,0,4.96,NORMAL
C328538407,422220.65,422220.65,1,0.0,1,17.05,NORMAL
C1118224534,321607.55,321607.55,1,0.0,1,8.57,NORMAL
C2021616196,127885.0,127885.0,1,53663.0,0,5.74,NORMAL
C1221238251,64720.81,64720.81,1,64720.81,0,12.39,NORMAL
C47084584,68649.5,68649.5,1,0.0,1,3.82,NORMAL
C636238023,436995.4,436995.4,1,250623.0,0,44.3,NORMAL
C957542929,102210.78,102210.78,1,0.0,1,3.01,NORMAL
C2130763546,820199.56,820199.56,1,31299.46,0,34.69,NORMAL
C124281897,486027.43,486027.43,1,10955.0,0,17.51,NORMAL
C1359094719,126931.99,126931.99,1,0.0,1,1.8,NORMAL
C1212816507,261847.0,261847.0,1,89783.0,0,11.34,NORMAL
C850447698,118946.62,118946.62,1,0.0,1,2.1,NORMAL
C1890878122,196141.2,196141.2,1,0.0,1,3.25,NORMAL
C402220049,504549.69,504549.69,1,22899.0,0,18.67,NORMAL
C999120452,194174.38,194174.38,1,0.0,1,3.41,NORMAL
C926431846,967146.46,967146.46,1,0.0,1,43.31,NORMAL
C587192883,52871.53,52871.53,1,0.0,1,5.41,NORMAL
C1126294209,376051.05,376051.05,1,0.0,1,13.14,NORMAL
C180897786,178741.01,178741.01,1,52835.0,0,3.64,NORMAL
C1973932925,882399.78,882399.78,1,0.0,1,39.1,NORMAL
C689212625,42155.48,42155.48,1,0.0,1,6.03,NORMAL
C325950166,954531.2,954531.2,1,0.0,1,42.54,NORMAL
C505882379,289167.79,289167.79,1,10115.0,0,4.0,NORMAL
C1483944324,70330.32,70330.32,1,0.0,1,3.97,NORMAL
C1596492634,118417.81,118417.81,1,0.0,1,1.98,NORMAL
C330198568,153145.03,153145.03,1,10075.0,0,0.66,NORMAL
C6336491,27972.51,27972.51,1,27972.5,0,10.02,NORMAL
C1305466972,11228.61,11228.61,1,0.0,1,15.34,NORMAL
C1403937813,54297.23,54297.23,1,14052.0,0,4.82,NORMAL
C2075299524,141395.3,141395.3,1,0.0,1,1.68,NORMAL
C2121617366,208409.13,208409.13,1,4034.0,0,3.68,NORMAL
C1708233613,302204.27,302204.27,1,70674.0,0,10.67,NORMAL
C1851953896,203292.64,203292.64,1,31842.0,0,3.43,NORMAL
C1457107436,103886.12,103886.12,1,0.0,1,3.08,NORMAL
C1697060630,936699.29,936699.29,1,55583.0,0,40.47,NORMAL
C1158739501,191336.29,191336.29,1,0.0,1,3.49,NORMAL
C557709357,369887.17,369887.17,1,0.0,1,12.67,NORMAL
C4624279,1612664.42,1612664.42,1,10810.0,0,55.06,AT_RISK
C1323010169,17399.6,17399.6,1,0.0,1,12.34,NORMAL
C1159140488,25022.46,25022.46,1,0.0,1,10.89,NORMAL
C1449480284,700102.34,700102.34,1,60.0,0,29.51,NORMAL
C545954033,266209.94,266209.94,1,46006.0,0,6.73,NORMAL
C2074414270,183330.03,183330.03,1,0.0,1,3.15,NORMAL
C1855662354,241007.76,241007.76,1,0.0,1,5.27,NORMAL
C629770074,30969.95,30969.95,1,21267.0,0,6.86,NORMAL
C2021135336,244613.12,244613.12,1,0.0,1,5.47,NORMAL
C620620873,129665.91,129665.91,1,0.0,1,1.74,NORMAL
C2139095800,167053.57,167053.57,1,167053.57,0,23.7,NORMAL
C589148316,59348.84,59348.84,1,0.0,1,5.18,NORMAL
C1410711229,332749.45,332749.45,1,332749.45,0,49.37,NORMAL
C327322309,383839.57,383839.57,1,0.0,1,14.08,NORMAL
C1515123743,207146.6,207146.6,1,29714.0,0,3.37,NORMAL
C1960281066,131557.03,131557.03,1,10277.0,0,1.09,NORMAL
C1648566954,218012.52,218012.52,1,215187.42,0,32.21,NORMAL
C873327209,295584.49,295584.49,1,0.0,1,6.85,NORMAL
C1069666561,35887.58,35887.58,1,18981.0,0,6.53,NORMAL
C957612547,190753.99,190753.99,1,0.0,1,3.45,NORMAL
C1728344274,516778.06,516778.06,1,319382.89,0,55.74,AT_RISK
C1015609467,245229.33,245229.33,1,29206.41,0,3.85,NORMAL
C385685390,86217.42,86217.42,1,0.0,1,3.67,NORMAL
C876619779,158658.93,158658.93,1,16180.0,0,0.73,NORMAL
C1423080038,146446.13,146446.13,1,3380.0,0,1.77,NORMAL
C2087356537,86094.54,86094.54,1,0.0,1,3.67,NORMAL
C1576502159,184026.87,184026.87,1,0.0,1,3.35,NORMAL
C187711435,214459.77,214459.77,1,587.0,0,3.95,NORMAL
C1547127870,260073.98,260073.98,1,0.0,1,6.78,NORMAL
C1922274919,116210.56,116210.56,1,116210.56,0,16.59,NORMAL
C60871227,206002.41,206002.41,1,22203.0,0,2.19,NORMAL
C26292989,149778.03,149778.03,1,0.0,1,1.8,NORMAL
C844367463,104018.24,104018.24,1,0.0,1,3.08,NORMAL
C1120652702,20119.59,20119.59,1,0.0,1,12.02,NORMAL
C967157515,49890.93,49890.93,1,4050.0,0,6.28,NORMAL
C1340857712,193538.81,193538.81,1,0.0,1,3.39,NORMAL
C1579335036,31908.36,31908.36,1,20013.0,0,7.04,NORMAL
