src,dst,amount,step,fraudEdge
C1995896619,C836558742,30748.94,7308,0
C1995896619,C687721409,35142.42,7314,0
C1995896619,C1659648833,39471.73,7319,0
C1995896619,C1596168080,48331.52,7321,0
C1995896619,C332564438,29158.83,7327,0
C2089586468,C199880892,16479.68,7328,0
C2089586468,C1631715507,41103.1,7332,0
C1900347207,C685133321,16795.82,7336,0
C1900347207,C1752092471,26469.99,7340,0
C1900347207,C1711188351,10848.02,7346,0
C1900347207,C465885441,5910.46,7347,0
C1900347207,C323218924,48977.82,7353,0
C1900347207,C888879845,49365.87,7358,0
C1900347207,C1233005845,36341.67,7362,0
C1900347207,C309833771,46727.64,7367,0
C1476446823,C412981216,26506.87,7373,0
C1476446823,C290582082,18015.74,7378,0
C1476446823,C1325359929,30907.35,7380,0
C1476446823,C1446379923,26225.44,7384,0
C1820201425,C2067338871,14879.16,7390,0
C1820201425,C1276455144,578.26,7392,0
C1820201425,C696380447,23511.84,7393,0
C1820201425,C2059759093,37004.68,7394,0
C1820201425,C1675088160,40078.44,7396,0
C986713402,C1497814741,32056.43,7400,0
C986713402,C518784254,32210.61,7401,0
C986713402,C491552765,14440.52,7407,0
C986713402,C353784361,15734.74,7408,0
C986713402,C1585738732,27724.68,7413,0
C1240407746,C1596240321,17397.4,7414,0
C1240407746,C1414696697,28661.62,7420,0
C1546265800,C1748354503,2260.13,7421,0
C1546265800,C1627520728,24334.03,7423,0
C1546265800,C226997546,23300.59,7429,0
C1546265800,C1052714340,44848.47,7434,0
C1546265800,C911266024,39307.46,7438,0
C1546265800,C1100671971,46425.6,7442,0
C1546265800,C1036473814,41837.73,7443,0
C1546265800,C1861532164,28464.66,7446,0
C997807839,C1911095423,29081.18,7452,0
C997807839,C1407797846,40077.0,7455,0
C997807839,C983992720,3777.55,7458,0
C997807839,C1240407746,14382.77,7460,0
C1216349002,C2121617366,28763.59,7461,0
C1216349002,C55463468,9775.26,7465,0
C1216349002,C903098975,43297.39,7466,0
C1216349002,C1464370023,35410.68,7469,0
C1291726171,C1007230411,22869.36,7472,0
C1291726171,C8243288,11198.92,7475,0
C1291726171,C630710783,9163.13,7478,0
C1291726171,C421886919,39354.73,7481,0
C1291726171,C968201890,45711.02,7483,0
C1291726171,C1015290160,25546.74,7487,0
C1291726171,C1483944324,45295.31,7491,0
C778692585,C1075370721,43757.02,7493,0
C778692585,C1378864520,38888.89,7496,0
C778692585,C1698902408,38589.33,7498,0
C1710453497,C232396169,35827.03,7499,0
C1710453497,C1407398288,6233.88,7504,0
C1710453497,C1484117182,46650.7,7507,0
C1710453497,C1995896619,42482.14,7513,0
C1710453497,C846644301,16997.84,7514,0
C1710453497,C1400810946,5603.59,7515,0
C1710453497,C2001552643,37404.96,7521,0
C1710453497,C1069666561,29089.21,7522,0
C2093020971,C1216349002,16297.91,7525,0
C2093020971,C1230129947,33720.64,7529,0
C2093020971,C1458277353,7891.38,7532,0
C2093020971,C1348915928,6165.79,7535,0
C2093020971,C821757606,28201.48,7540,0
C2093020971,C543601047,10725.58,7541,0
C2093020971,C1879835912,27693.6,7544,0
C1779755882,C114776086,28917.11,7547,0
C1779755882,C1804760387,4026.52,7549,0
C1779755882,C1429719357,44666.03,7554,0
C212226566,C788622974,2997.57,7559,0
C212226566,C1949097138,3163.09,7563,0
C212226566,C19857962,19899.88,7567,0
C212226566,C465885441,30008.01,7573,0
C212226566,C1593883571,31658.8,7578,0
C1860447190,C1808780297,38040.93,7584,0
C1860447190,C1738859603,4388.01,7589,0
C1860447190,C2039756215,28605.57,7593,0
C1860447190,C484661025,40736.13,7594,0
C1860447190,C2125730561,23679.66,7600,0
C1860447190,C1809680421,15864.39,7604,0
C1860447190,C2072502602,35655.69,7610,0
C58297240,C2136934232,45686.65,7614,0
C58297240,C480979569,9575.98,7618,0
C58297240,C249131970,16851.23,7624,0
C58297240,C1473422201,22937.51,7627,0
C58297240,C438308327,3735.58,7628,0
C1071982659,C1337154860,38513.1,7629,0
C1071982659,C1620854958,28946.57,7634,0
C1071982659,C1834789431,5595.14,7639,0
C1071982659,C324424184,39939.51,7645,0
C211230721,C1875532915,20340.42,7648,0
C211230721,C31856269,12309.48,7652,0
C211230721,C1896793459,27623.48,7654,0
C211230721,C1005444601,19498.91,7658,0
C211230721,C723316053,10807.79,7661,0
C211230721,C1620854958,29753.02,7667,0
C483776122,C1468169251,33299.31,7671,0
C483776122,C893667033,37098.67,7672,0
C483776122,C1924378826,28922.32,7678,0
C483776122,C499151485,6158.98,7682,0
C483776122,C363574770,23413.97,7687,0
C483776122,C926481896,5333.87,7692,0
C1030555805,C1513813975,30113.83,7696,0
C1030555805,C1732920013,40796.3,7702,0
C1030555805,C950466075,16706.71,7706,0
C198448088,C898749917,40587.05,7712,0
C198448088,C447598333,33213.63,7714,0
C198448088,C1628743010,26797.16,7718,0
C198448088,C1621778977,30970.82,7722,0
C198448088,C773860219,10185.5,7726,0
C198448088,C102076920,43932.55,7732,0
C198448088,C2123718613,28728.68,7735,0
C164914840,C236384347,29344.99,7741,0
C164914840,C983608996,49327.87,7746,0
C164914840,C944587801,42458.02,7750,0
C164914840,C1738799969,3589.32,7753,0
C1618858027,C199462424,28221.5,7758,0
C1618858027,C686560607,5930.07,7761,0
C1628743010,C56124018,35732.8,7764,0
C1628743010,C60187289,19387.47,7768,0
C1628743010,C12082883,10955.2,7773,0
C1628743010,C148529415,24006.13,7775,0
C1628743010,C1451957091,27993.37,7777,0
C1628743010,C844367463,42078.15,7780,0
C1628743010,C1551103673,14779.31,7782,0
C1628743010,C1302503568,6714.68,7788,0
C1883530876,C1067658253,7627.8,7789,0
C1883530876,C934707720,33067.37,7793,0
C853208765,C846420037,242752.78,7795,1
C853208765,C1574224220,268606.83,7797,1
C1092991821,C1234700910,27826.48,7800,0
C1092991821,C213567972,19543.38,7804,0
C1092991821,C1276455144,9696.66,7806,0
C1092991821,C1026951232,867.78,7811,0
C1092991821,C1691890817,42416.79,7815,0
C1092991821,C1851570325,35750.43,7817,0
C1037919077,C1189054692,28623.4,7820,0
C1037919077,C764677709,18744.64,7826,0
C1037919077,C402220049,24335.88,7831,0
C1037919077,C487353600,4463.12,7837,0
C1037919077,C2078220835,36699.01,7843,0
C2003349621,C1600113350,12638.95,7846,0
C2003349621,C1800943593,37213.46,7852,0
C2003349621,C368329614,4365.05,7858,0
C2003349621,C6811330,27190.26,7864,0
C2003349621,C2108570815,15968.74,7869,0
C375145280,C1176746446,22974.72,7870,0
C375145280,C727914800,28911.28,7874,0
C375145280,C1439239672,21340.3,7877,0
C375145280,C1600774576,14815.82,7880,0
C781002319,C1620968332,3540.18,7881,0
C781002319,C1750174046,29117.98,7885,0
C781002319,C1238948575,3055.18,7890,0
C781002319,C209733968,40540.34,7893,0
C781002319,C721637010,1851.26,7898,0
C781002319,C1719689544,4584.25,7902,0
C781002319,C1124665734,4304.68,7907,0
C1532101531,C1484117182,42963.99,7910,0
C1532101531,C223911907,37200.74,7911,0
C1532101531,C951262981,9143.39,7916,0
C1532101531,C1804135110,37078.88,7921,0
C879816847,C1973932925,12191.7,7927,0
C879816847,C1748354503,40068.91,7929,0
C879816847,C453206692,17470.98,7930,0
C879816847,C764104255,48383.61,7931,0
C879816847,C1440175060,46730.12,7936,0
C1497352290,C1866791186,219169.73,7938,1
C1497352290,C1113573059,67202.74,7939,1
C1497352290,C813060377,253340.75,7942,1
C1497352290,C1421044206,194467.02,7943,1
C1497352290,C620620873,20494.34,7944,1
C1497352290,C226927588,122629.72,7946,1
C1497352290,C745829460,145498.54,7948,1
C1497352290,C373309002,73930.09,7951,1
C1829337598,C876619779,90193.71,7954,1
C1829337598,C1036473814,117691.21,7956,1
C1829337598,C460645908,288720.0,7958,1
C1829337598,C1850390951,286981.87,7961,1
C1829337598,C1275783443,275725.08,7962,1
C1829337598,C236384347,109379.29,7965,1
C1829337598,C905383411,185093.24,7967,1
C2133082618,C915471899,29416.75,7970,0
C2133082618,C1046625320,38770.98,7974,0
C2133082618,C1235823087,12468.95,7980,0
C2133082618,C479562512,29641.85,7986,0
C2133082618,C1350852781,26237.64,7988,0
C2133082618,C1307375853,34668.78,7994,0
C2133082618,C1430874391,16006.86,7996,0
C2133082618,C1616109528,33803.69,7997,0
C480979569,C1635287948,26500.58,7998,0
C480979569,C572320355,22574.14,8004,0
C1328950579,C1429719357,3315.65,8006,0
C1328950579,C1432909470,33001.97,8011,0
C1328950579,C2057716492,47549.2,8013,0
C1328950579,C892070188,6528.61,8019,0
C1328950579,C287275635,4776.13,8020,0
C1328950579,C876099455,6930.41,8025,0
C1328950579,C1213751399,38310.96,8031,0
C1483782195,C355497156,15081.15,8037,0
C1483782195,C1408247796,46841.01,8043,0
C1483782195,C2038621739,22945.47,8049,0
C1483782195,C786311075,38583.28,8052,0
C1483782195,C1108600000,45217.88,8058,0
C1483782195,C1193705098,13238.16,8061,0
C1356710459,C2125446093,16966.41,8062,0
C1356710459,C907180327,13282.81,8063,0
C1356710459,C2021135336,9307.51,8066,0
C1356710459,C1728344274,24840.23,8067,0
C155314837,C1922274919,27261.29,8069,0
C155314837,C241505806,11310.13,8073,0
C155314837,C2137060254,5759.36,8079,0
C155314837,C764643782,35912.32,8083,0
C155314837,C841588436,2225.61,8084,0
C155314837,C249131970,28781.56,8085,0
C351654797,C1808780297,33397.99,8088,0
C351654797,C983992720,8004.57,8091,0
C351654797,C71277599,45278.57,8094,0
C351654797,C210367155,683.34,8099,0
C351654797,C701548131,47025.6,8105,0
C351654797,C1009764686,24167.9,8109,0
C351654797,C199462424,42280.43,8113,0
C351654797,C2078220835,27236.37,8114,0
C1983777881,C1279213624,26997.55,8115,0
C1983777881,C1406727955,17005.27,8118,0
C1983777881,C1079368103,20330.43,8121,0
C1983777881,C1677142365,49852.28,8127,0
C1983777881,C286630667,4988.02,8133,0
C448572688,C1075370721,9242.61,8138,0
C448572688,C1059585431,48391.89,8139,0
C448572688,C624285879,9954.66,8145,0
C448572688,C306081184,19810.18,8151,0
C448572688,C179357916,31715.54,8152,0
C448572688,C840704591,24581.93,8155,0
C448572688,C1169179933,22180.2,8161,0
C448572688,C693738293,7427.18,8163,0
C2029072936,C1955792345,12305.01,8165,0
C2029072936,C845319866,3618.14,8169,0
C866254983,C1513813975,3274.7,8174,0
C866254983,C883255931,2619.32,8180,0
C866254983,C487512272,10978.07,8181,0
C866254983,C87456980,33532.16,8187,0
C866254983,C945880921,47034.44,8191,0
C866254983,C1816190491,7873.2,8196,0
C866254983,C1744564634,12032.79,8201,0
C920275589,C1824178782,24700.29,8202,0
C920275589,C1222541265,23825.37,8203,0
C878403009,C1153647536,32614.93,8208,0
C878403009,C184693922,9026.33,8209,0
C214189840,C1995387698,8949.12,8210,0
C214189840,C769838718,3665.9,8215,0
C214189840,C182953202,6151.89,8216,0
C214189840,C288155087,40059.17,8221,0
C2024793829,C573343612,21597.47,8223,0
C2024793829,C693738293,34080.69,8229,0
C1224956668,C832399448,27521.3,8232,0
C1224956668,C882180740,41903.14,8235,0
C2067587783,C1497814741,37998.73,8237,0
C2067587783,C845319866,34966.64,8239,0
C2067587783,C1107960128,8667.8,8244,0
C2067587783,C1779604043,46320.94,8246,0
C2067587783,C284476383,7101.86,8247,0
C2067587783,C154071626,30815.85,8253,0
C2067587783,C727058943,1273.7,8255,0
C2067587783,C1222541265,4495.77,8259,0
C2136934232,C1738799969,29889.66,8260,0
C2136934232,C243746867,21103.0,8263,0
C2136934232,C1686946576,34771.74,8267,0
C208457491,C54070445,22795.75,8269,0
C208457491,C1924548187,46935.44,8271,0
C208457491,C368329614,34737.84,8276,0
C2059759093,C1009005579,47539.75,8281,0
C2059759093,C883255931,41410.94,8287,0
C2059759093,C13505178,17718.75,8290,0
C1667556622,C1608515054,18414.11,8291,0
C1667556622,C102709320,25623.27,8296,0
C1667556622,C1387393603,38631.4,8300,0
C1667556622,C757438401,10801.38,8306,0
C1667556622,C1429962050,10089.09,8307,0
C1667556622,C1711286158,34419.57,8309,0
C1292175967,C1037146961,195233.95,8313,1
C1292175967,C1201702509,66828.98,8315,1
C1292175967,C135979491,103616.92,8317,1
C1292175967,C914370635,17778.66,8319,1
C1292175967,C1536042726,20474.69,8322,1
C1091490846,C242862115,24510.54,8325,0
C1091490846,C274863391,4007.55,8326,0
C1091490846,C19857962,36209.45,8328,0
C664919573,C295374520,39059.28,8333,0
C664919573,C676627027,11775.21,8336,0
C664919573,C1328000731,37018.52,8338,0
C664919573,C1712780480,19088.85,8340,0
C664919573,C1751003382,4139.72,8342,0
C664919573,C2024793829,24478.18,8347,0
C60187289,C198448088,9314.01,8351,0
C60187289,C696380447,7252.03,8354,0
C60187289,C692736144,10110.67,8360,0
C1608515054,C1169382057,34764.42,8363,0
C1608515054,C1779604043,14389.91,8364,0
C1608515054,C16088686,42656.74,8365,0
C1608515054,C2009324208,21202.08,8369,0
C363574770,C813746583,39582.57,8372,0
C363574770,C1003790508,47661.63,8378,0
C363574770,C582350215,29117.01,8380,0
C604989723,C214189840,41930.96,8385,0
C604989723,C421886919,1217.94,8388,0
C604989723,C133737212,36940.85,8392,0
C604989723,C1198227650,12767.66,8394,0
C604989723,C877014249,29183.62,8398,0
C604989723,C164914840,47339.49,8403,0
C604989723,C1548160337,44963.46,8408,0
C604989723,C2030631811,49019.11,8412,0
C885639062,C787994276,26790.53,8413,0
C885639062,C2065007694,40580.97,8417,0
C885639062,C1989953293,41153.92,8423,0
C885639062,C487353600,25016.61,8427,0
C885639062,C1234700910,28145.1,8428,0
C1015290160,C1904088092,32558.19,8429,0
C1015290160,C1147401468,1288.54,8430,0
C1015290160,C1883530876,15589.41,8436,0
C1015290160,C1484117182,23234.5,8442,0
C1015290160,C937290049,37490.69,8447,0
C1015290160,C481871180,48832.83,8448,0
C1015290160,C1272682202,38705.83,8452,0
C226927588,C1408247796,35343.15,8458,0
C226927588,C1655430470,43088.94,8459,0
C226927588,C689212625,19551.52,8460,0
C226927588,C55463468,16978.85,8466,0
C226927588,C242612180,15181.2,8467,0
C108931212,C1659540411,4507.47,8470,0
C108931212,C1908145276,36920.16,8473,0
C108931212,C700285735,25979.46,8474,0
C108931212,C2059661879,18517.53,8480,0
C108931212,C1820201425,5992.84,8481,0
C108931212,C1763537987,23534.97,8484,0
C108931212,C1670058397,18595.77,8485,0
C1272682202,C2122852554,7351.09,8487,0
C1272682202,C833572178,12312.32,8490,0
C1272682202,C443374393,32627.4,8491,0
C1272682202,C999321166,46987.82,8497,0
C1272682202,C895396623,43621.0,8502,0
C1272682202,C370783133,10884.8,8508,0
C1272682202,C208157553,38163.85,8514,0
C1147766016,C619032673,14218.69,8517,0
C1147766016,C960341412,18954.28,8518,0
C1147766016,C1391303842,24568.23,8522,0
C1147766016,C1325165537,41563.21,8527,0
C1546169469,C1954830852,40095.24,8531,0
C1546169469,C1648214789,40535.4,8537,0
C1546169469,C723316053,9823.5,8538,0
C1546169469,C141147154,4821.78,8542,0
C1546169469,C423778662,44948.32,8546,0
C1546169469,C285608226,47933.7,8549,0
C1546169469,C926431846,5913.56,8550,0
C1380929091,C277958062,25068.27,8553,0
C1380929091,C1535484215,26274.04,8555,0
C2092532708,C1354222249,48493.94,8561,0
C2092532708,C446563989,46620.21,8566,0
C1233815651,C340644289,1563.37,8570,0
C1233815651,C793507905,3616.0,8572,0
C1233815651,C1669828290,41829.9,8574,0
C1233815651,C41896001,32411.27,8579,0
C589526339,C280018385,29871.18,8583,0
C589526339,C236413955,26743.23,8589,0
C589526339,C1348019418,22540.19,8594,0
C589526339,C1912195711,28578.96,8597,0
C589526339,C560202269,9000.99,8600,0
C589526339,C887593831,11725.71,8603,0
C1218854335,C775905855,14576.91,8606,0
C1218854335,C2133436151,31122.2,8608,0
C1218854335,C1535484215,35734.7,8610,0
C1218854335,C552424755,9522.89,8613,0
C1153647536,C1582778773,2537.0,8615,0
C1153647536,C1930004902,28939.0,8618,0
C1153647536,C165632769,13390.16,8622,0
C1153647536,C2059661879,10655.19,8624,0
C1153647536,C1619012533,2217.11,8630,0
C1153647536,C593983154,48912.12,8633,0
C1153647536,C226927588,18959.29,8635,0
C1153647536,C945242421,48785.55,8640,0
C1617007622,C1677142365,38541.65,8645,0
C1617007622,C856854353,46426.66,8649,0
C1617007622,C605500145,712.57,8651,0
C1617007622,C1079174282,27534.21,8657,0
C441009254,C723957330,44850.88,8662,0
C441009254,C1768869875,33510.94,8667,0
C441009254,C481871180,36562.92,8672,0
C441009254,C1679126675,17264.88,8676,0
C501699559,C1337154860,1727.38,8677,0
C501699559,C682186870,42123.41,8682,0
C501699559,C593385668,18190.98,8686,0
C501699559,C1647947788,3224.16,8689,0
C501699559,C903359106,10159.91,8695,0
C501699559,C945242421,11496.12,8700,0
C501699559,C1513813975,10187.93,8703,0
C53325627,C1918993676,10125.28,8704,0
C53325627,C1751003382,30357.01,8707,0
C53325627,C171845281,47198.41,8712,0
C53325627,C1119457986,18372.71,8718,0
C53325627,C1973849512,35940.21,8720,0
C53325627,C844367463,18796.68,8724,0
C105298583,C1470298578,17892.07,8727,0
C105298583,C1807161875,43777.94,8731,0
C801943557,C310100790,49633.56,8732,0
C801943557,C793507905,14787.38,8736,0
C801943557,C1833831997,48532.85,8742,0
C1547794781,C938558265,15509.94,8746,0
C1547794781,C593385668,49338.6,8751,0
C1547794781,C385749210,46691.07,8752,0
C1547794781,C1436941969,37927.65,8757,0
C1547794781,C642179744,827.63,8758,0
C1547794781,C249131970,45763.32,8764,0
C1547794781,C986713402,9157.2,8768,0
C1016314226,C1926299848,27916.41,8772,0
C1016314226,C102076920,41228.56,8773,0
C1016314226,C848899360,41811.97,8776,0
C1016314226,C116148758,24957.97,8779,0
C1016314226,C539909453,23440.87,8785,0
C1016314226,C1855662354,39665.37,8786,0
C1016314226,C1880015050,13502.51,8788,0
C1520121779,C924277945,24848.38,8794,0
C1520121779,C154119585,32416.9,8800,0
C1520121779,C1867437819,6408.06,8801,0
C1520121779,C474384158,24905.99,8804,0
C1520121779,C2002382771,30145.12,8805,0
C1520121779,C896698325,29262.76,8808,0
C1520121779,C196736296,22085.39,8813,0
C1520121779,C1175583573,31585.8,8816,0
C1294541910,C1508162182,8560.94,8820,0
C1294541910,C6336491,7733.79,8821,0
C1294541910,C880687163,43976.7,8825,0
C1294541910,C180499019,18190.58,8827,0
C1294541910,C700285735,13997.18,8828,0
C1294541910,C1964004947,31994.23,8832,0
C1294541910,C1446379923,2911.39,8835,0
C1590867054,C1305284201,9570.75,8838,0
C1590867054,C2093551167,30138.74,8839,0
C1590867054,C2079759853,27413.76,8841,0
C1590867054,C1621153569,41427.69,8844,0
C1590867054,C179357916,40093.92,8850,0
C1590867054,C1674311779,34429.46,8853,0
C1763196499,C1335522700,41254.08,8859,0
C1763196499,C903098975,7279.0,8860,0
C1763196499,C278870112,18964.2,8863,0
C1763196499,C601811849,20893.73,8867,0
C538988231,C1883530876,25417.45,8869,0
C538988231,C1685239489,39857.78,8871,0
C1967087887,C1991148209,37937.18,8876,0
C1967087887,C1418444094,21158.64,8877,0
C1967087887,C1954830852,6270.0,8878,0
C1967087887,C191644760,46208.78,8880,0
C1967087887,C903359106,17736.39,8884,0
C1967087887,C148529415,18447.14,8890,0
C1751175889,C368329614,1923.6,8894,0
C1751175889,C188740813,11506.71,8895,0
C1751175889,C893667033,7546.79,8901,0
C1751175889,C1487065057,15717.7,8903,0
C1751175889,C1671416184,6945.8,8905,0
C1751175889,C312653614,21527.85,8906,0
C1397866287,C983992720,24470.62,8907,0
C1397866287,C1198642797,2604.59,8911,0
C1024202307,C1025451780,25917.22,8912,0
C1024202307,C411629014,23719.58,8913,0
C1432909470,C639404397,33545.53,8916,0
C1432909470,C1300426079,39227.36,8917,0
C1914429545,C1351663874,33694.73,8922,0
C1914429545,C2105872610,4993.58,8923,0
C1914429545,C1408247796,47121.33,8929,0
C103867796,C1417123679,36563.43,8934,0
C103867796,C669100313,25493.01,8936,0
C103867796,C1590110733,5405.73,8937,0
C103867796,C955177881,38280.58,8942,0
C1193705098,C1413876480,9002.79,8947,0
C1193705098,C272356076,714.28,8952,0
C1193705098,C624411148,5384.94,8958,0
C760950763,C1111619479,22263.46,8960,0
C760950763,C1186202401,9452.0,8961,0
C760950763,C1890878122,49074.41,8964,0
C760950763,C2021551715,11106.56,8968,0
C760950763,C1148117730,20675.11,8970,0
C760950763,C771864078,6618.96,8973,0
C655345201,C488668811,28078.04,8974,0
C655345201,C1866791186,4571.27,8975,0
C655345201,C1121076727,6228.27,8979,0
C655345201,C1118224534,23118.82,8982,0
C655345201,C833572178,15944.34,8988,0
C655345201,C520162942,11680.73,8992,0
C497265393,C256892977,24046.0,8996,0
C497265393,C8629279,18688.35,9002,0
C497265393,C950466075,49936.8,9003,0
C497265393,C1350852781,33768.73,9007,0
C1430874391,C2026416100,7596.69,9011,0
C1430874391,C2008067078,34904.34,9015,0
C1430874391,C1407398288,37200.89,9016,0
C1430874391,C1191561527,3703.17,9018,0
C1430874391,C1508162182,17262.27,9020,0
C2052923064,C1468822318,35817.94,9025,0
C2052923064,C65693589,29885.67,9030,0
C2052923064,C2059759093,47189.64,9036,0
C2052923064,C910140643,24053.4,9039,0
C2052923064,C13627340,47531.87,9044,0
C2052923064,C1079174282,25815.02,9048,0
C2052923064,C954995218,38515.98,9050,0
C2052923064,C1811080003,6548.41,9051,0
C1830207618,C1224956668,37021.02,9055,0
C1830207618,C1674311779,25157.68,9056,0
C1830207618,C323218924,48617.59,9057,0
C1830207618,C1902660123,30426.9,9061,0
C1830207618,C746038304,8060.46,9064,0
C113435867,C2079689660,38494.82,9069,0
C113435867,C552853002,10495.62,9073,0
C113435867,C2113624573,25146.0,9079,0
C113435867,C745829460,13452.43,9084,0
C113435867,C1042927834,40569.34,9087,0
C113435867,C1130483820,27557.69,9092,0
C716780390,C642596664,22406.53,9093,0
C716780390,C2139095800,2126.56,9094,0
C716780390,C1593508387,33140.85,9099,0
C716780390,C6855451,44292.66,9102,0
C716780390,C1851953896,24828.24,9104,0
C28144994,C1413876480,5914.41,9106,0
C28144994,C1015609467,24782.41,9112,0
C28144994,C2046905445,34426.02,9117,0
C28144994,C1967296518,23756.01,9122,0
C438308327,C928366045,31038.51,9127,0
C438308327,C1665293797,38440.3,9130,0
C438308327,C1882618846,16363.9,9133,0
C438308327,C1576502159,29727.94,9134,0
C438308327,C920026862,41928.24,9136,0
C438308327,C540461844,40572.89,9139,0
C438308327,C32565288,1831.54,9144,0
C438308327,C1158739501,17392.2,9150,0
C969645463,C1807161875,33231.38,9151,0
C969645463,C1240972306,12113.79,9153,0
C969645463,C133737212,29830.32,9156,0
C969645463,C295885184,3742.26,9162,0
C969645463,C457310169,6166.33,9165,0
C2126226433,C584129275,2350.19,9167,0
C2126226433,C295374520,43236.74,9173,0
C1446379923,C196774838,1600.7,9178,0
C1446379923,C479562512,19198.01,9181,0
C1446379923,C657439943,16459.86,9185,0
C1446379923,C1460843648,40512.17,9186,0
C1446379923,C1410403197,34697.77,9187,0
C1446379923,C2043249462,17130.39,9189,0
C463017723,C1811080003,10487.05,9194,0
C463017723,C1250188312,42443.04,9200,0
C463017723,C1942343359,42098.83,9201,0
C463017723,C638072409,11096.97,9206,0
C463017723,C1202386715,2852.8,9209,0
C463017723,C1170770709,20400.35,9214,0
C463017723,C957542929,31416.33,9216,0
C463017723,C340257095,36026.49,9217,0
C1124665734,C458029957,85642.65,9222,1
C1124665734,C956645452,241349.77,9225,1
C519862251,C1216349002,41275.08,9227,0
C519862251,C1578019969,40304.27,9232,0
C519862251,C254078779,33341.11,9236,0
C519862251,C2093551167,10403.81,9239,0
C519862251,C1686946576,12937.61,9243,0
C453206692,C171845281,31578.27,9248,0
C453206692,C188740813,43204.14,9253,0
C453206692,C278526929,25210.58,9258,0
C453206692,C794605939,48124.8,9264,0
C453206692,C983992720,46936.1,9270,0
C1214942880,C723316053,3464.14,9273,0
C1214942880,C705085245,18531.6,9275,0
C1214942880,C495316790,12398.51,9277,0
C1214942880,C1270671391,34422.68,9283,0
C1214942880,C953437121,42284.04,9286,0
C1214942880,C209733968,16273.33,9290,0
C1214942880,C55463468,31879.41,9291,0
C460645908,C1800138623,34499.32,9295,0
C460645908,C1348019418,20590.36,9297,0
C460645908,C669100313,7923.13,9298,0
C460645908,C113435867,12656.54,9299,0
C2016004703,C783806528,45329.95,9302,0
C2016004703,C1619628002,8388.25,9304,0
C2016004703,C2016959196,1942.52,9306,0
C2016004703,C489156799,33104.2,9309,0
C2016004703,C1864980439,32392.54,9311,0
C920026862,C887593831,15249.97,9312,0
C920026862,C764104255,45078.46,9313,0
C920026862,C456832889,44890.28,9317,0
C920026862,C1299249468,33042.81,9323,0
C920026862,C1686917354,20146.31,9324,0
C920026862,C2054655290,42216.14,9330,0
C920026862,C1185066497,6040.65,9332,0
C1755112748,C154071626,12964.5,9338,0
C1755112748,C1198227650,12284.8,9339,0
C1755112748,C352183253,38772.95,9340,0
C1755112748,C743752994,16799.65,9343,0
C1755112748,C769930754,36993.2,9348,0
C1755112748,C1842123476,37325.97,9354,0
C21296722,C1266906385,11098.38,9358,0
C21296722,C536926509,22254.03,9361,0
C21296722,C1462298080,43213.55,9364,0
C1591242196,C1119304589,27514.38,9365,0
C1591242196,C2075299524,34295.55,9369,0
C1591242196,C1705249425,44031.96,9372,0
C1591242196,C530829341,18468.4,9374,0
C1591242196,C1325359929,18703.09,9380,0
C826402421,C2137060254,2223.07,9383,0
C826402421,C883266674,33280.06,9389,0
C675326780,C1813260205,32127.98,9390,0
C675326780,C171845281,18461.33,9396,0
C675326780,C1147766016,6541.66,9402,0
C675326780,C1193705098,42953.53,9404,0
C675326780,C794392179,889.37,9408,0
C675326780,C1410711229,46411.62,9412,0
C675326780,C382275535,15393.96,9415,0
C369281208,C1291726171,16200.63,9417,0
C369281208,C669100313,20611.3,9423,0
C369281208,C378760111,14064.81,9424,0
C369281208,C669152113,41248.29,9425,0
C479562512,C1525993884,43899.68,9429,0
C479562512,C813060377,41307.84,9430,0
C479562512,C1260134161,13418.02,9436,0
C479562512,C1292302796,17916.89,9437,0
C479562512,C2060950168,36596.96,9442,0
C619032673,C1181955477,32258.83,9447,0
C619032673,C1355703897,22448.55,9453,0
C619032673,C1783574270,7236.57,9459,0
C619032673,C1431859543,10403.73,9463,0
C619032673,C668755957,16029.23,9466,0
C619032673,C1375239528,5986.0,9467,0
C619032673,C1449454720,26060.11,9469,0
C466871230,C1949097138,43738.54,9475,0
C466871230,C1482907436,13403.65,9477,0
C466871230,C1596240321,29854.51,9483,0
C466871230,C835453107,40076.67,9486,0
C466871230,C1436469161,4677.75,9488,0
C466871230,C1250213072,9503.52,9491,0
C466871230,C81113387,47265.48,9495,0
C466871230,C472901366,11612.11,9500,0
C1236297854,C723957330,10314.18,9501,0
C1236297854,C13505178,42665.63,9507,0
C1236297854,C55463468,20351.23,9508,0
C1236297854,C920275589,30219.44,9512,0
C1236297854,C1738799969,4908.53,9514,0
C1236297854,C1781474983,8921.08,9517,0
C326504380,C879535390,26528.97,9522,0
C326504380,C889082878,41449.24,9526,0
C187435587,C1328950579,10555.7,9530,0
C187435587,C1889998642,14754.12,9533,0
C610321872,C1949097138,49762.77,9537,0
C610321872,C365854186,36472.05,9540,0
C610321872,C1476446823,21207.38,9542,0
C610321872,C328589161,39726.94,9546,0
C610321872,C1030555805,14864.55,9547,0
C1235823087,C1726873097,18797.07,9550,0
C1235823087,C1354116687,32538.16,9556,0
C1235823087,C1590867054,1010.85,9557,0
C1924548187,C474272951,21452.9,9559,0
C1924548187,C1246137919,13183.17,9564,0
C1924548187,C407542871,28071.5,9565,0
C1924548187,C1568431720,16976.7,9566,0
C1924548187,C1779755882,23811.15,9568,0
